source,target,value
G64,G53,0.006216
G68,G4,0.006213
G78,G5,0.006212
G27,G60,0.006211
G53,G63,0.00621
G66,G12,0.00621
G74,G64,0.006209
G4,G55,0.006209
G45,G67,0.006207
G17,G50,0.006207
G51,G25,0.0062
G85,G84,0.006199
G53,G57,0.006197
G45,G42,0.006196
G57,G32,0.006196
G59,G56,0.006195
G59,G78,0.006193
G37,G14,0.006193
G75,G88,0.006192
G77,G14,0.00619
G76,G32,0.00619
G59,G80,0.006189
G52,G28,0.006189
G15,G53,0.006185
G38,G60,0.006181
G61,G41,0.006181
G77,G86,0.00618
G54,G27,0.006177
G85,G11,0.006177
G92,G76,0.006175
G69,G4,0.006175
G73,G84,0.006172
G79,G19,0.006172
G1,G49,0.006172
G27,G50,0.006172
G27,G2,0.006171
G81,G17,0.006166
G49,G74,0.006166
G18,G33,0.006164
G60,G13,0.006162
G78,G19,0.006159
G60,G38,0.006159
G48,G12,0.006158
G40,G97,0.006158
G96,G31,0.006157
G27,G91,0.006157
G89,G58,0.006157
G1,G83,0.006155
G40,G1,0.006155
G21,G14,0.006148
G22,G61,0.006147
G95,G40,0.006144
G98,G64,0.006143
G99,G18,0.006142
G61,G93,0.006139
G50,G96,0.006138
G44,G22,0.006138
G29,G90,0.006137
G18,G90,0.006137
G4,G87,0.006137
G77,G49,0.006135
G67,G17,0.006134
G67,G19,0.006134
G70,G1,0.00613
G48,G40,0.006129
G98,G35,0.006129
G10,G2,0.006129
G13,G98,0.006128
G83,G79,0.006125
G89,G94,0.006123
G27,G38,0.006122
G32,G4,0.00612
G62,G54,0.00612
G21,G56,0.006118
G83,G75,0.006117
G46,G36,0.006117
G57,G4,0.006115
G100,G7,0.006114
G9,G54,0.006114
G34,G76,0.006112
G24,G2,0.006111
G30,G4,0.00611
G54,G22,0.006108
G98,G7,0.006107
G59,G5,0.006107
G91,G41,0.006106
G62,G97,0.006106
G63,G13,0.006106
G30,G49,0.006105
G49,G77,0.006103
G66,G90,0.0061
G91,G46,0.0061
G17,G83,0.006099
G41,G3,0.006097
G96,G33,0.006097
G94,G87,0.006096
G97,G90,0.006095
G50,G75,0.006092
G83,G54,0.006091
G86,G14,0.006084
G88,G52,0.006083
G87,G50,0.006082
G95,G85,0.006082
G40,G12,0.006081
G36,G65,0.006079
G48,G97,0.006079
G69,G33,0.006077
G70,G38,0.006077
G85,G43,0.006075
G96,G80,0.006074
G95,G84,0.006074
G49,G91,0.006074
G1,G5,0.006073
G100,G78,0.006069
G84,G34,0.006069
G53,G23,0.006069
G11,G2,0.006068
G10,G1,0.006067
G50,G17,0.006067
G44,G96,0.006066
G64,G47,0.006064
G34,G24,0.006063
G2,G61,0.006063
G39,G13,0.00606
G87,G22,0.006059
G24,G59,0.006057
G2,G99,0.006055
G46,G98,0.006054
G60,G92,0.006051
G81,G94,0.00605
G64,G80,0.006049
G95,G90,0.006049
G8,G27,0.006049
G100,G83,0.006048
G12,G2,0.006047
G11,G78,0.006047
G82,G100,0.006047
G71,G24,0.006045
G77,G84,0.006045
G52,G32,0.006041
G32,G71,0.006041
G88,G5,0.006041
G89,G60,0.006038
G93,G52,0.006037
G22,G35,0.006036
G47,G89,0.006036
G94,G35,0.006034
G88,G69,0.00603
G5,G91,0.006029
G100,G55,0.006029
G19,G60,0.006029
G35,G70,0.006025
G28,G77,0.006022
G44,G19,0.00602
G80,G87,0.00602
G56,G36,0.006018
G63,G64,0.006017
G2,G79,0.006017
G70,G15,0.006017
G36,G41,0.006016
G33,G13,0.006015
G11,G77,0.006015
G69,G5,0.006014
G93,G58,0.006012
G68,G77,0.006009
G7,G91,0.006006
G83,G7,0.006006
G65,G60,0.006006
G81,G62,0.006005
G15,G18,0.006003
G17,G91,0.006001
G4,G76,0.006001
G36,G19,0.006
G1,G78,0.005998
G29,G28,0.005998
G98,G91,0.005995
G10,G84,0.005993
G9,G32,0.005993
G78,G86,0.005991
G96,G34,0.005991
G47,G44,0.00599
G94,G81,0.005989
G21,G76,0.005989
G94,G2,0.005989
G71,G46,0.005988
G44,G41,0.005986
G87,G75,0.00598
G90,G87,0.00598
G14,G9,0.00598
G46,G93,0.005979
G55,G95,0.005978
G59,G46,0.005976
G35,G17,0.005974
G30,G52,0.005972
G38,G79,0.005971
G14,G8,0.00597
G90,G24,0.00597
G60,G73,0.005969
G94,G54,0.005965
G91,G50,0.005965
G32,G50,0.005964
G38,G6,0.005964
G52,G93,0.005963
G38,G96,0.005961
G7,G86,0.005961
G69,G19,0.005961
G46,G65,0.005959
G51,G95,0.005958
G50,G69,0.005958
G25,G57,0.005956
G34,G27,0.005956
G57,G75,0.005954
G43,G47,0.005951
G18,G78,0.005948
G87,G5,0.005947
G76,G4,0.005947
G98,G76,0.005946
G85,G64,0.005945
G85,G83,0.005944
G50,G19,0.005941
G92,G32,0.00594
G61,G81,0.00594
G23,G56,0.00594
G93,G75,0.005937
G20,G84,0.005936
G58,G7,0.005935
G14,G25,0.005935
G75,G41,0.005932
G64,G50,0.005931
G28,G90,0.005931
G72,G52,0.005931
G67,G29,0.00593
G44,G9,0.005929
G2,G27,0.005929
G19,G94,0.005929
G78,G54,0.005928
G27,G98,0.005926
G39,G43,0.005922
G88,G46,0.005918
G95,G97,0.005917
G66,G60,0.005911
G29,G34,0.005911
G16,G60,0.00591
G48,G9,0.005908
G16,G5,0.005905
G65,G66,0.005905
G14,G79,0.005903
G4,G36,0.005902
G68,G61,0.005898
G100,G94,0.005898
G12,G93,0.005897
G62,G6,0.005897
G37,G54,0.005896
G19,G80,0.005896
G17,G90,0.005895
G90,G41,0.005892
G36,G46,0.005891
G100,G42,0.005891
G57,G46,0.005891
G7,G43,0.005889
G8,G35,0.005889
G53,G100,0.005888
G64,G91,0.005887
G72,G61,0.005887
G9,G40,0.005886
G45,G18,0.005885
G75,G97,0.005885
G40,G22,0.005884
G1,G88,0.005882
G46,G1,0.005881
G94,G46,0.005881
G41,G44,0.005879
G87,G10,0.005879
G43,G29,0.005878
G82,G95,0.005877
G69,G44,0.005875
G97,G26,0.005875
G40,G14,0.005875
G33,G50,0.005875
G89,G53,0.005874
G96,G4,0.005874
G1,G56,0.005872
G68,G14,0.005871
G42,G33,0.005871
G33,G49,0.00587
G70,G69,0.00587
G37,G55,0.005869
G48,G19,0.005868
G83,G80,0.005864
G42,G95,0.005863
G79,G30,0.005863
G19,G90,0.005862
G26,G25,0.005861
G67,G47,0.00586
G40,G64,0.00586
G25,G50,0.005856
G31,G83,0.005854
G27,G61,0.005852
G40,G36,0.00585
G13,G61,0.00585
G50,G4,0.005848
G66,G40,0.005848
G58,G26,0.005848
G99,G33,0.005845
G87,G73,0.005843
G41,G97,0.005841
G46,G84,0.00584
G94,G19,0.00584
G68,G65,0.005839
G70,G47,0.005838
G15,G64,0.005838
G4,G40,0.005837
G76,G64,0.005836
G84,G95,0.005835
G5,G81,0.005834
G55,G98,0.005833
G50,G3,0.005832
G48,G34,0.005832
G81,G16,0.005831
G11,G5,0.00583
G31,G89,0.00583
G15,G39,0.00583
G27,G96,0.005829
G76,G98,0.005828
G74,G47,0.005828
G38,G90,0.005826
G48,G3,0.005825
G26,G93,0.00582
G27,G5,0.005819
G5,G71,0.005819
G35,G7,0.005819
G38,G91,0.005819
G29,G49,0.005819
G61,G60,0.005817
G76,G65,0.005816
G45,G35,0.005815
G33,G18,0.005813
G12,G81,0.00581
G29,G35,0.00581
G91,G1,0.005809
G35,G56,0.005809
G92,G64,0.005808
G32,G30,0.005807
G51,G45,0.005807
G63,G54,0.005806
G11,G81,0.005806
G53,G67,0.005805
G46,G34,0.005804
G45,G32,0.005802
G93,G94,0.005802
G2,G24,0.005802
G59,G23,0.0058
G89,G35,0.0058
G34,G92,0.005799
G65,G45,0.005798
G95,G14,0.005797
G60,G5,0.005792
G59,G65,0.005792
G78,G65,0.00579
G86,G8,0.005789
G25,G44,0.005789
G97,G77,0.005788
G97,G80,0.005783
G59,G33,0.005783
G84,G53,0.005782
G85,G60,0.00578
G81,G43,0.005775
G34,G97,0.005773
G49,G16,0.005773
G40,G56,0.005772
G94,G91,0.005771
G29,G53,0.005771
G56,G98,0.005771
G19,G74,0.00577
G20,G78,0.005769
G19,G78,0.005769
G3,G56,0.005769
G68,G19,0.005769
G100,G31,0.005766
G19,G97,0.005766
G43,G3,0.005764
G42,G6,0.005764
G46,G100,0.005762
G80,G98,0.005762
G57,G61,0.005762
G36,G92,0.005761
G5,G78,0.00576
G45,G98,0.005759
G46,G92,0.005759
G48,G42,0.005757
G8,G97,0.005757
G65,G91,0.005755
G41,G46,0.005753
G63,G57,0.005751
G45,G97,0.005751
G17,G11,0.005749
G79,G65,0.005749
G84,G61,0.005747
G20,G35,0.005747
G24,G34,0.005745
G4,G47,0.005745
G54,G90,0.005745
G39,G46,0.005745
G85,G96,0.005744
G58,G19,0.005744
G62,G65,0.005744
G9,G19,0.005744
G32,G10,0.005743
G95,G73,0.005742
G65,G81,0.00574
G96,G24,0.005739
G36,G87,0.005738
G90,G14,0.005734
G55,G58,0.005734
G71,G45,0.005731
G2,G80,0.005729
G71,G12,0.005729
G66,G95,0.005726
G82,G62,0.005724
G99,G96,0.005721
G1,G46,0.00572
G46,G70,0.005719
G81,G73,0.005718
G44,G17,0.005718
G46,G60,0.005717
G52,G89,0.005716
G86,G65,0.005716
G26,G54,0.005715
G76,G23,0.005714
G56,G75,0.005712
G21,G47,0.00571
G45,G61,0.00571
G61,G94,0.005709
G48,G22,0.005709
G68,G20,0.005707
G14,G12,0.005706
G32,G57,0.005705
G53,G90,0.005705
G98,G6,0.005704
G50,G73,0.005702
G91,G86,0.005701
G58,G10,0.005701
G38,G46,0.005701
G79,G73,0.0057
G18,G76,0.005699
G80,G15,0.005699
G58,G36,0.005699
G35,G88,0.005698
G95,G80,0.005697
G59,G90,0.005695
G33,G23,0.005695
G7,G2,0.005691
G100,G77,0.005689
G2,G76,0.005688
G61,G32,0.005686
G62,G58,0.005685
G33,G40,0.005685
G90,G55,0.005684
G26,G70,0.005683
G24,G4,0.005682
G43,G66,0.005682
G11,G55,0.005681
G48,G86,0.00568
G43,G25,0.005678
G55,G38,0.005677
G53,G56,0.005675
G51,G79,0.005675
G84,G72,0.005674
G41,G57,0.005674
G23,G55,0.005672
G42,G54,0.005672
G47,G57,0.005672
G91,G99,0.005671
G73,G20,0.005669
G9,G36,0.005668
G60,G3,0.005667
G44,G43,0.005667
G28,G35,0.005664
G62,G17,0.005664
G90,G10,0.005664
G98,G52,0.005663
G72,G4,0.005662
G46,G17,0.005662
G73,G44,0.005662
G34,G75,0.005661
G48,G5,0.00566
G84,G76,0.00566
G7,G78,0.00566
G85,G77,0.005658
G71,G54,0.005658
G81,G47,0.005658
G8,G62,0.005657
G87,G41,0.005657
G10,G46,0.005656
G86,G38,0.005656
G99,G11,0.005655
G99,G94,0.005653
G55,G12,0.005652
G81,G74,0.00565
G58,G74,0.005647
G44,G54,0.005646
G45,G19,0.005645
G44,G6,0.005642
G27,G33,0.005642
G69,G98,0.00564
G89,G93,0.005637
G79,G4,0.005636
G16,G25,0.005636
G31,G53,0.005633
G26,G40,0.005632
G49,G79,0.005632
G69,G34,0.005631
G61,G67,0.005631
G74,G35,0.00563
G81,G69,0.00563
G32,G12,0.005628
G14,G46,0.005627
G7,G79,0.005626
G75,G64,0.005626
G31,G44,0.005626
G94,G69,0.005625
G99,G7,0.005625
G14,G85,0.005623
G66,G33,0.005623
G8,G11,0.005621
G18,G34,0.00562
G73,G30,0.005619
G16,G32,0.005618
G13,G5,0.005617
G5,G60,0.005617
G94,G53,0.005616
G49,G29,0.005615
G93,G83,0.005615
G94,G28,0.005614
G48,G81,0.00561
G1,G58,0.005609
G44,G93,0.005607
G69,G30,0.005607
G56,G80,0.005604
G15,G4,0.005603
G33,G27,0.0056
G42,G10,0.0056
G92,G54,0.005598
G24,G1,0.005598
G99,G40,0.005595
G4,G10,0.005594
G13,G42,0.005593
G81,G93,0.005591
G84,G81,0.005591
G43,G38,0.005591
G88,G95,0.00559
G52,G40,0.00559
G92,G7,0.00559
G1,G60,0.005588
G98,G56,0.005588
G28,G44,0.005588
G87,G62,0.005587
G22,G94,0.005586
G94,G75,0.005585
G95,G16,0.005584
G33,G61,0.005583
G59,G7,0.005582
G13,G67,0.005582
G59,G41,0.005579
G12,G76,0.005578
G75,G36,0.005578
G51,G20,0.005577
G100,G34,0.005572
G87,G36,0.005571
G40,G84,0.005569
G28,G55,0.005569
G8,G33,0.005568
G86,G30,0.005567
G50,G89,0.005566
G84,G56,0.005565
G14,G36,0.005565
G14,G72,0.005565
G52,G30,0.005565
G40,G6,0.005564
G1,G89,0.005562
G54,G80,0.005559
G45,G54,0.005559
G5,G27,0.005555
G42,G78,0.005555
G11,G46,0.005554
G3,G29,0.005554
G74,G56,0.005554
G22,G87,0.005553
G60,G67,0.005552
G70,G60,0.005552
G6,G44,0.005548
G72,G100,0.005546
G44,G52,0.005545
G18,G54,0.005545
G17,G97,0.005545
G52,G55,0.005544
G67,G31,0.005544
G67,G97,0.005543
G88,G78,0.00554
G97,G93,0.00554
G2,G18,0.00554
G63,G96,0.00554
G58,G83,0.005539
G77,G11,0.005535
G14,G75,0.005535
G18,G6,0.005534
G24,G18,0.005534
G94,G62,0.005533
G67,G49,0.005533
G50,G77,0.005533
G65,G93,0.005532
G88,G47,0.005531
G90,G34,0.00553
G93,G98,0.005528
G74,G7,0.005528
G84,G46,0.005527
G92,G80,0.005526
G83,G1,0.005526
G70,G98,0.005523
G92,G30,0.005522
G21,G22,0.00552
G85,G30,0.005519
G15,G36,0.005517
G58,G60,0.005517
G62,G73,0.005517
G64,G56,0.005515
G95,G44,0.005514
G13,G33,0.005513
G28,G31,0.005512
G6,G57,0.005511
G32,G93,0.005511
G54,G47,0.005511
G77,G87,0.00551
G50,G78,0.005509
G81,G8,0.005508
G58,G84,0.005506
G38,G20,0.005506
G40,G25,0.005505
G78,G12,0.005504
G92,G14,0.005503
G31,G24,0.005503
G56,G23,0.005503
G3,G27,0.005502
G33,G41,0.005502
G32,G89,0.005502
G37,G67,0.0055
G81,G46,0.005499
G72,G28,0.005495
G64,G81,0.005494
G44,G68,0.005493
G38,G97,0.00549
G59,G24,0.005488
G35,G54,0.005484
G83,G19,0.005482
G18,G41,0.005482
G60,G91,0.005478
G4,G17,0.005478
G81,G33,0.005476
G86,G3,0.005471
G80,G94,0.005471
G91,G62,0.00547
G65,G25,0.005467
G3,G66,0.005467
G22,G1,0.005466
G43,G52,0.005465
G54,G41,0.005464
G22,G65,0.005462
G56,G5,0.005462
G97,G49,0.005461
G18,G77,0.005461
G24,G49,0.005461
G35,G36,0.00546
G7,G68,0.005459
G57,G73,0.005458
G78,G93,0.005458
G38,G62,0.005458
G65,G2,0.005458
G14,G77,0.005456
G8,G76,0.005453
G4,G14,0.005453
G28,G40,0.005453
G5,G49,0.005452
G48,G54,0.005452
G61,G24,0.005451
G50,G72,0.005447
G8,G5,0.005446
G91,G95,0.005444
G71,G16,0.005443
G56,G58,0.005443
G80,G3,0.005443
G82,G75,0.005441
G35,G89,0.005441
G37,G23,0.005441
G51,G62,0.005441
G60,G39,0.005441
G52,G73,0.00544
G7,G34,0.005439
G10,G90,0.005438
G38,G84,0.005438
G9,G1,0.005437
G19,G68,0.005436
G1,G44,0.005435
G58,G76,0.005433
G86,G58,0.005432
G17,G81,0.005432
G9,G87,0.005432
G12,G35,0.005431
G71,G77,0.005431
G47,G62,0.005429
G29,G6,0.005428
G12,G74,0.005428
G21,G98,0.005428
G83,G89,0.005428
G87,G94,0.005427
G19,G79,0.005426
G92,G24,0.005425
G19,G67,0.005423
G65,G47,0.005423
G99,G92,0.005422
G55,G35,0.005422
G37,G4,0.005417
G73,G38,0.005416
G41,G18,0.00541
G88,G62,0.005408
G11,G8,0.005407
G72,G8,0.005404
G12,G29,0.005403
G85,G66,0.005402
G56,G66,0.005401
G21,G79,0.005401
G57,G70,0.0054
G85,G75,0.005398
G46,G91,0.005396
G42,G28,0.005396
G98,G97,0.005392
G21,G58,0.00539
G29,G2,0.00539
G33,G8,0.005389
G63,G52,0.005389
G25,G12,0.005389
G32,G75,0.005388
G70,G7,0.005387
G72,G11,0.005385
G70,G8,0.005385
G8,G95,0.005384
G28,G7,0.005383
G10,G40,0.005382
G6,G81,0.005381
G60,G58,0.00538
G21,G91,0.00538
G5,G74,0.005379
G21,G62,0.005378
G31,G62,0.005378
G42,G57,0.005377
G3,G78,0.005375
G17,G32,0.005374
G26,G69,0.005374
G12,G47,0.005374
G93,G40,0.005374
G15,G11,0.005373
G53,G54,0.005373
G1,G41,0.005373
G22,G89,0.005371
G18,G87,0.005371
G62,G33,0.00537
G90,G11,0.005368
G68,G47,0.005366
G82,G97,0.005366
G73,G35,0.005365
G30,G62,0.005365
G31,G18,0.005364
G92,G18,0.005361
G16,G96,0.00536
G28,G17,0.005358
G31,G72,0.005358
G77,G56,0.005355
G4,G30,0.005355
G6,G38,0.005353
G49,G44,0.005353
G65,G62,0.005352
G98,G12,0.005352
G38,G98,0.005351
G65,G14,0.00535
G66,G14,0.00535
G54,G95,0.005349
G68,G89,0.005348
G3,G42,0.005347
G14,G80,0.005346
G5,G16,0.005346
G68,G97,0.005346
G78,G89,0.005343
G64,G84,0.005343
G77,G75,0.00534
G56,G24,0.005339
G67,G9,0.005339
G75,G3,0.005337
G19,G58,0.005337
G47,G25,0.005336
G32,G40,0.005335
G31,G96,0.005332
G57,G54,0.005331
G54,G1,0.005331
G90,G16,0.005331
G48,G93,0.005331
G12,G45,0.005327
G15,G3,0.005327
G84,G64,0.005325
G1,G16,0.005324
G12,G11,0.005324
G36,G59,0.005322
G21,G92,0.00532
G94,G6,0.00532
G49,G50,0.005319
G56,G25,0.005319
G8,G89,0.005317
G14,G17,0.005316
G87,G15,0.005316
G5,G35,0.005315
G62,G42,0.005314
G66,G79,0.005314
G16,G47,0.005313
G15,G28,0.005312
G73,G27,0.005312
G5,G44,0.00531
G81,G56,0.005309
G15,G47,0.005304
G50,G33,0.005304
G10,G3,0.005302
G35,G12,0.005302
G35,G22,0.005301
G54,G98,0.005299
G26,G29,0.005297
G12,G52,0.005292
G59,G93,0.00529
G64,G74,0.005289
G79,G13,0.005288
G4,G45,0.005286
G83,G59,0.005284
G70,G95,0.00528
G79,G22,0.00528
G31,G85,0.005275
G71,G74,0.005274
G75,G6,0.005274
G75,G50,0.005273
G84,G79,0.005272
G10,G53,0.005271
G87,G80,0.005271
G73,G33,0.005271
G30,G33,0.00527
G47,G34,0.005269
G10,G79,0.005268
G28,G93,0.005267
G36,G28,0.005266
G28,G53,0.005266
G26,G22,0.005266
G91,G30,0.005265
G10,G36,0.005264
G39,G89,0.005264
G36,G80,0.005264
G49,G90,0.005263
G84,G38,0.005262
G90,G96,0.005259
G15,G33,0.005258
G42,G30,0.005258
G4,G89,0.005257
G84,G43,0.005256
G41,G13,0.005256
G31,G60,0.005255
G77,G78,0.005252
G6,G56,0.005252
G16,G84,0.005252
G21,G35,0.005252
G32,G96,0.00525
G18,G19,0.00525
G54,G17,0.005248
G16,G6,0.005247
G49,G33,0.005246
G11,G60,0.005245
G43,G98,0.005245
G76,G50,0.005244
G51,G93,0.005243
G20,G17,0.005242
G35,G33,0.005242
G67,G66,0.005241
G78,G38,0.00524
G66,G5,0.00524
G44,G87,0.005239
G71,G11,0.005238
G17,G75,0.005238
G2,G16,0.005237
G29,G36,0.005237
G74,G10,0.005236
G36,G93,0.005236
G49,G10,0.005235
G47,G23,0.005234
G28,G84,0.005233
G88,G98,0.005232
G3,G12,0.00523
G75,G78,0.00523
G87,G60,0.005229
G59,G4,0.005228
G63,G98,0.005228
G19,G3,0.005226
G65,G83,0.005225
G48,G50,0.005225
G39,G77,0.005224
G68,G96,0.005223
G95,G66,0.005222
G22,G24,0.005221
G51,G3,0.00522
G76,G85,0.00522
G84,G55,0.005218
G63,G50,0.005218
G32,G13,0.005217
G90,G81,0.005216
G23,G58,0.005216
G47,G46,0.005213
G25,G4,0.005213
G11,G76,0.005212
G80,G61,0.005212
G23,G91,0.005212
G39,G62,0.005211
G6,G46,0.005211
G12,G38,0.005207
G41,G42,0.005206
G26,G10,0.005205
G29,G60,0.005204
G32,G20,0.005203
G85,G34,0.005203
G36,G62,0.005201
G97,G56,0.005199
G89,G76,0.005196
G59,G64,0.005193
G31,G73,0.005192
G58,G99,0.005192
G37,G75,0.005191
G74,G60,0.00519
G34,G86,0.00519
G12,G79,0.00519
G97,G64,0.005189
G19,G87,0.005187
G93,G59,0.005187
G47,G22,0.005187
G29,G86,0.005187
G56,G72,0.005186
G3,G60,0.005184
G80,G64,0.005184
G13,G29,0.005183
G11,G41,0.005181
G13,G97,0.00518
G60,G27,0.00518
G37,G19,0.005179
G4,G24,0.005178
G97,G91,0.005178
G47,G30,0.005177
G43,G87,0.005176
G26,G4,0.005176
G16,G93,0.005175
G58,G80,0.005175
G44,G1,0.005173
G34,G23,0.005173
G80,G40,0.005172
G14,G100,0.005171
G27,G84,0.005169
G41,G80,0.005168
G27,G13,0.005167
G13,G62,0.005165
G2,G6,0.005165
G79,G58,0.005164
G84,G14,0.005164
G16,G75,0.005164
G84,G49,0.005162
G6,G28,0.005162
G44,G24,0.005159
G85,G65,0.005158
G18,G52,0.005157
G33,G28,0.005156
G66,G23,0.005155
G6,G54,0.005154
G98,G45,0.005154
G81,G54,0.005153
G88,G86,0.005152
G93,G22,0.005151
G92,G99,0.00515
G63,G21,0.005149
G97,G46,0.005146
G46,G89,0.005146
G88,G75,0.005145
G71,G58,0.005145
G40,G24,0.005144
G55,G62,0.005143
G64,G25,0.005142
G47,G93,0.005141
G33,G43,0.005141
G46,G69,0.005139
G33,G17,0.005139
G1,G75,0.005139
G10,G93,0.005139
G55,G47,0.005138
G19,G1,0.005138
G85,G79,0.005137
G28,G85,0.005136
G40,G94,0.005135
G92,G36,0.005135
G28,G95,0.005132
G77,G30,0.005131
G81,G4,0.005128
G20,G98,0.005126
G88,G36,0.005126
G94,G22,0.005123
G24,G44,0.005122
G43,G33,0.00512
G19,G65,0.005119
G5,G84,0.005118
G35,G60,0.005118
G72,G23,0.005117
G22,G86,0.005117
G94,G60,0.005116
G57,G53,0.005114
G15,G43,0.005113
G15,G98,0.00511
G43,G79,0.00511
G57,G12,0.005107
G61,G28,0.005106
G45,G16,0.005106
G52,G23,0.005106
G67,G44,0.005103
G64,G24,0.005102
G41,G38,0.005101
G82,G66,0.005101
G70,G26,0.005101
G14,G90,0.005101
G77,G62,0.0051
G61,G84,0.005099
G40,G50,0.005099
G58,G98,0.005097
G70,G80,0.005096
G35,G50,0.005094
G81,G14,0.005094
G10,G27,0.005092
G44,G2,0.005091
G46,G32,0.00509
G19,G44,0.005089
G72,G75,0.005089
G9,G35,0.005088
G29,G40,0.005086
G41,G84,0.005086
G69,G64,0.005085
G75,G47,0.005085
G68,G58,0.005081
G62,G50,0.005081
G26,G89,0.005078
G47,G3,0.005076
G45,G34,0.005076
G31,G75,0.005075
G93,G84,0.005072
G33,G39,0.005069
G1,G27,0.005066
G45,G90,0.005065
G32,G60,0.005065
G91,G24,0.005064
G83,G27,0.005063
G8,G40,0.005063
G84,G65,0.005062
G47,G41,0.005061
G93,G30,0.00506
G61,G59,0.005055
G98,G86,0.005054
G55,G31,0.005054
G38,G13,0.005053
G66,G19,0.005052
G38,G49,0.005051
G53,G62,0.005051
G17,G1,0.005051
G83,G34,0.00505
G29,G73,0.005047
G39,G96,0.005047
G95,G77,0.005046
G1,G65,0.005046
G58,G30,0.005044
G83,G97,0.005044
G11,G17,0.005043
G40,G86,0.005042
G31,G57,0.005042
G54,G3,0.005041
G88,G31,0.005041
G95,G64,0.00504
G64,G32,0.005038
G85,G17,0.005038
G6,G8,0.005037
G15,G60,0.005037
G82,G72,0.005037
G51,G12,0.005036
G42,G67,0.005036
G32,G67,0.005035
G63,G71,0.005034
G15,G94,0.005033
G96,G59,0.005032
G28,G67,0.005031
G93,G74,0.005031
G36,G68,0.005029
G90,G54,0.005028
G93,G18,0.005028
G45,G11,0.005027
G23,G44,0.005026
G5,G64,0.005026
G37,G88,0.005024
G41,G36,0.005023
G49,G64,0.005022
G16,G64,0.005022
G6,G40,0.005022
G67,G4,0.005021
G77,G96,0.005021
G76,G78,0.00502
G84,G86,0.00502
G17,G76,0.005019
G44,G77,0.005019
G23,G17,0.005018
G15,G66,0.005018
G45,G36,0.005015
G16,G40,0.005014
G6,G78,0.005013
G12,G25,0.005012
G92,G4,0.005012
G77,G10,0.005012
G96,G22,0.00501
G25,G64,0.005008
G13,G55,0.005008
G43,G90,0.005007
G79,G68,0.005005
G96,G95,0.005005
G16,G79,0.005004
G77,G71,0.005004
G68,G43,0.005003
G70,G4,0.005003
G76,G62,0.005002
G34,G41,0.005001
G26,G84,0.004999
G70,G88,0.004998
G36,G10,0.004997
G8,G17,0.004996
G13,G69,0.004996
G87,G96,0.004995
G20,G14,0.004994
G69,G3,0.004993
G96,G12,0.004993
G8,G86,0.004992
G4,G33,0.004992
G89,G62,0.004992
G61,G42,0.004992
G22,G32,0.004991
G67,G79,0.004991
G52,G42,0.00499
G90,G64,0.00499
G45,G33,0.004988
G35,G66,0.004987
G87,G64,0.004986
G84,G45,0.004986
G17,G73,0.004986
G61,G72,0.004984
G4,G54,0.004983
G6,G12,0.004982
G30,G28,0.004981
G40,G80,0.004979
G48,G78,0.004978
G86,G62,0.004977
G33,G91,0.004976
G75,G80,0.004975
G36,G52,0.004975
G13,G47,0.004974
G97,G30,0.004973
G97,G85,0.004972
G31,G40,0.004968
G17,G10,0.004968
G27,G54,0.004966
G88,G58,0.004965
G5,G36,0.004964
G1,G24,0.004964
G18,G13,0.004964
G86,G53,0.004964
G27,G52,0.004963
G94,G84,0.004962
G5,G13,0.004962
G39,G40,0.004961
G83,G13,0.00496
G21,G25,0.004958
G71,G4,0.004954
G37,G33,0.004954
G7,G87,0.004953
G20,G74,0.004951
G71,G91,0.004951
G51,G54,0.00495
G44,G89,0.004949
G67,G62,0.004949
G79,G40,0.004948
G42,G97,0.004948
G62,G13,0.004948
G72,G17,0.004947
G21,G17,0.004947
G8,G3,0.004942
G25,G68,0.004941
G71,G99,0.004941
G33,G55,0.00494
G30,G66,0.004939
G67,G81,0.004937
G50,G76,0.004935
G35,G80,0.004934
G55,G44,0.004934
G95,G50,0.004933
G58,G23,0.004933
G19,G72,0.004933
G76,G68,0.004933
G71,G75,0.004932
G9,G81,0.004932
G6,G88,0.004929
G35,G62,0.004929
G26,G19,0.004929
G13,G4,0.004927
G86,G4,0.004924
G2,G41,0.004922
G51,G98,0.004921
G74,G68,0.00492
G27,G34,0.004919
G53,G51,0.004918
G100,G49,0.004917
G49,G38,0.004916
G84,G68,0.004915
G62,G29,0.004915
G92,G35,0.004914
G78,G87,0.004914
G52,G96,0.004911
G98,G93,0.00491
G92,G93,0.00491
G40,G99,0.004908
G34,G80,0.004902
G76,G96,0.004902
G5,G93,0.004901
G4,G7,0.0049
G3,G1,0.004899
G41,G67,0.004899
G75,G87,0.004898
G34,G54,0.004898
G81,G96,0.004897
G21,G42,0.004895
G8,G22,0.004895
G98,G25,0.004894
G1,G73,0.004893
G54,G20,0.004891
G56,G77,0.004891
G96,G76,0.004889
G33,G53,0.004887
G64,G49,0.004886
G93,G55,0.004886
G33,G81,0.004883
G87,G21,0.004883
G18,G32,0.004882
G58,G8,0.004882
G40,G42,0.004881
G30,G15,0.004881
G74,G15,0.00488
G35,G55,0.00488
G93,G32,0.004879
G12,G59,0.004879
G19,G7,0.004878
G90,G83,0.004876
G8,G58,0.004875
G65,G55,0.004875
G82,G87,0.004875
G64,G23,0.00487
G33,G97,0.004869
G59,G16,0.004869
G78,G61,0.004868
